pct_mouse_click	total_load_time	mouse_move_total_rel_distance	session_start	session_id	ack	screen_width	pct_click	browser_name	pct_mouse_move	pct_click_product_info	pct_scroll_move_duration	pct_scrandom	session_duration	page_activity_duration	pct_rage_click	scroll_move_total_rel_distance	user_id	screen_height	pct_input	pct_doubleclick	product_ean	pct_scroll_move	pct_wild_mouse	wild_mouse_duration
5.15213	2.59601	6.56896	2019-10-23 13:35:06	204182	0.00000	1920	7.69026	safari	5.89805	58.33050	7.14312	37.87921	201.85582	10.89149	35.92042	9.95044	2187	600	1.16408	8.06843	8054700224152	24.98721	57.24094	10.21180
7.04599	1.89916	8.82489	2021-01-08 23:36:46	758678	1.00000	1024	7.03802	edge	9.04349	56.13061	6.80041	52.68208	130.59556	9.84322	48.08068	9.19836	60	1024	0.90972	6.55524	4401821579175	55.76877	62.29211	9.93999
4.89960	6.73428	8.43953	2022-09-20 00:13:29	288882	0.00000	1280	3.37102	edge	3.83509	52.38167	10.35758	16.57545	74.44705	6.16388	47.45311	7.38062	1192	800	0.34269	8.93745	3608044368482	40.36952	53.21748	8.69279
7.59039	6.78164	8.02336	2021-07-14 14:16:07	964426	0.00000	1280	7.61623	safari	6.61840	53.76554	7.84029	82.43359	51.76987	7.66221	32.93577	9.33520	2444	1024	0.13498	12.16773	1582843125861	55.89881	41.30316	7.57856
10.70632	0.35536	7.30690	2021-08-10 17:40:22	76767	1.00000	lower	11.12300	edge	10.74232	52.26182	7.33920	28.84986	205.57308	4.55503	59.14241	9.26290	982	768	0.11464	9.61504	5747117475011	48.39100	59.22984	6.43207
10.65418	6.37205	7.29193	2022-11-25 04:28:42	173112	0.00000	1920	11.13269	other	10.95044	42.10603	9.56735	55.69759	121.78939	4.35813	62.59350	10.31119	2025	600	0.03280	9.88525	2688161422787	49.21935	58.55133	4.58022
7.17693	0.47975	6.75431	2022-05-08 16:54:58	978363	0.00000	800	5.39577	chrome	5.67277	49.61343	8.89300	52.98511	166.64120	10.66250	43.22226	4.48905	1049	1080	0.10753	5.29165	9694405071133	58.22793	55.66518	6.29835
5.13415	6.58041	8.76730	2021-08-24 20:18:55	658114	0.00000	1920	5.14547	mobile	5.93579	54.41876	8.27801	34.13204	174.01180	9.94262	62.38995	9.51812	576	1080	1.17243	9.14925	8522534675759	56.95317	46.07337	10.21650
6.44611	7.33888	8.92321	2020-04-06 04:49:37	962677	0.00000	800	5.81648	mobile	5.70255	64.32113	9.23816	38.83303	145.69880	9.79176	43.59109	4.97893	1308	1080	0.46922	4.50867	8919118504831	39.17802	41.43952	9.14774
8.08194	4.86720	9.09448	2022-05-22 03:27:11	128014	1.00000	1280	8.47440	mobile	10.24013	59.85401	7.82335	53.10756	169.37298	7.55506	34.06373	10.41399	1917	800	0.11238	6.64592	5153860908605	53.65559	29.68891	7.11821
6.68865	0.90212	7.79622	2022-06-02 05:06:11	871094	0.00000	1024	4.37215	chrome	7.57072	43.81367	7.68041	55.19348	207.20709	8.17182	36.53493	6.49693	1661	1024	3.10926	6.14986	4784769118836	22.24985	62.43031	11.22932
6.51407	3.39712	8.89484	2019-01-06 00:28:15	163455	0.00000	800	5.45093	safari	6.19180	68.99082	7.94727	29.57012	83.49098	11.85260	45.10879	5.43799	450	768	0.25951	4.89504	6178652179345	37.67289	62.35387	8.47740
10.51677	12.84299	7.22102	2020-08-29 15:40:47	225942	1.00000	1280	13.71008	firefox	11.30050	34.91323	9.09545	72.51312	113.04426	3.60882	51.34162	11.59193	2095	higher	0.11630	9.97708	8506302666071	61.13245	42.14935	7.03187
6.72554	6.39837	6.89189	2020-05-14 01:46:57	1415692	0.00000	1920	6.56823	chrome	8.08032	36.92653	10.99191	72.39212	134.67178	10.55099	25.06757	10.69430	2257	1024	1.44799	11.36163	1433571695631	2.90549	21.85635	10.45673
4.66787	2.15845	9.14722	2019-04-25 03:57:28	284875	0.00000	1280	5.83071	edge	4.59497	31.11246	8.95754	58.52594	150.05867	9.83739	32.85533	7.03483	408	1080	0.96038	4.96035	4875995796377	39.65322	56.01460	10.02287
7.72507	3.75331	9.35099	2019-10-19 17:55:09	1078991	1.00000	lower	10.04692	chrome	8.50960	53.63984	8.01870	53.66605	240.09993	6.40247	54.14180	11.88257	168	1080	0.12750	10.57215	3752039862582	77.76140	80.43605	7.16567
10.44534	2.54710	6.43580	2021-08-15 06:04:32	942515	1.00000	1280	9.71800	chrome	10.79426	67.65767	6.71149	49.25523	173.43571	5.39401	39.12964	9.68231	1089	lower	0.05340	9.36276	0272522744810	47.47094	65.37996	3.93313
7.00845	6.51201	5.93028	2020-10-02 13:14:49	215570	0.00000	800	6.56439	chrome	6.75685	40.71249	7.03875	37.47882	76.29468	9.88283	38.37452	5.52790	1180	higher	0.20109	3.94405	9702252542949	55.65984	39.42286	8.03413
6.53826	3.41413	7.47199	2023-01-25 00:21:35	59754	1.00000	1280	3.19036	edge	8.68468	62.33201	6.86258	44.09284	176.78162	10.59787	26.07249	7.78700	833	800	0.19957	5.38515	3793933309674	70.01316	35.36867	8.22765
6.93760	4.78178	6.93250	2022-10-12 23:15:05	579713	1.00000	1280	7.07650	chrome	9.16710	30.32750	9.21876	53.10293	196.52302	8.69197	49.64906	9.15521	59	800	1.35576	5.75839	4603800369658	40.73319	46.21926	10.38252
7.21835	0.90258	8.36967	2020-06-14 17:34:24	395588	1.00000	1920	6.14161	edge	8.31132	29.06625	8.60757	50.41866	66.33510	10.11886	22.61444	9.05055	2122	768	0.28589	8.68449	5034216189162	47.98581	68.44497	8.55806
10.36573	6.20286	8.72168	2019-04-27 08:05:13	1110845	1.00000	1024	10.50178	safari	10.83648	70.57102	8.21129	53.21388	193.40042	5.34590	30.82990	9.47763	672	higher	0.08305	8.27172	9937095881072	40.16878	58.94046	4.66027
6.63479	2.53776	6.84566	2023-02-10 15:34:12	1049080	1.00000	1024	5.53834	mobile	10.16014	57.74672	6.51138	29.88776	186.75942	12.07089	44.07775	9.24372	1126	1080	1.70653	4.70286	1061106897979	43.07557	59.80181	10.60679
6.10271	4.64197	7.83975	2019-02-16 08:15:04	652300	0.00000	1024	8.03477	mobile	7.03926	32.63765	9.05130	65.96964	105.51637	10.77053	67.57169	9.77583	1177	600	1.95148	8.58900	3748285754689	77.76568	35.19489	10.76301
10.49468	6.54085	6.63341	2018-10-06 08:19:20	245376	1.00000	1920	8.75841	other	10.71699	32.57769	6.71297	61.41534	95.64434	7.15258	62.26227	8.31055	162	768	0.07756	9.23184	0466508044814	46.03042	41.21507	5.62605
5.62489	2.14669	8.23706	2021-12-23 14:25:16	5650	0.00000	1920	6.79488	mobile	5.67199	54.84147	6.86653	11.57416	167.50355	8.95054	48.82402	8.66293	179	lower	2.07172	8.57547	8969174605737	37.83704	77.96675	10.80619
7.87784	5.54162		2020-05-10 20:29:53	183708	0.00000	lower	7.06325	edge	7.24538	29.87985	7.33889	56.02745	224.75441	9.61490	37.87713	5.17500	875	1080	0.64569	5.71616	7600583560903	34.12393	49.30716	9.57125
7.33518	1.83882	6.23016	2019-02-21 22:52:04	179722	1.00000	1920	6.45316	edge	9.47579	70.43170	6.72226	33.21945	151.47686	10.08351	18.41209	10.25615	1166	1080	0.32105	8.58697	7615172245246	52.47501	61.55696	8.75550
7.12781	0.82194	8.33857	2019-02-25 13:53:46	403086	1.00000	1280	7.68430	chrome	7.59156	54.53628	7.56609	34.95187	266.92076	8.21806	34.81540	10.08315	2177	1024	0.08032	8.90416	2402457519575	41.53967	55.51417	6.15796
11.54258	4.49524	8.25618	2023-08-14 07:13:20	1353200	1.00000	lower	10.37455	edge	10.84256	64.64515	8.78226	50.15259	180.82505	5.60453	38.85303	7.23300	2491	800	0.08692	8.93100	3042861411721	45.69240	49.24953	5.54980
12.01092	0.86695	7.63656	2020-09-01 10:53:24	866347	1.00000	lower	11.53425	chrome	11.66359	56.41395	9.08071	50.87614	101.57089	3.89805	46.78372	8.01932	963	higher	0.09261	7.88579	1957911001376	35.74563	55.17537	3.73587
5.35640	2.15577	8.24016	2019-02-27 16:13:35	17217	0.00000	higher	5.95612	other	6.75695	67.09444	6.27725	46.28581	86.08874	10.96575	51.48953	11.09707	2349	1024	0.41959	9.97073	7576587769737	61.85419	51.70382	9.04812
7.55895	7.20585	7.39884	2023-06-11 01:35:43	659211	0.00000	1280	5.23599	chrome	8.92157	32.55179	7.37906	42.81333	203.34220	8.73308	86.35091	6.58084	1517	600	0.88215	4.99589	7048288342743	42.81206	54.15225	9.87513
7.49333	14.51361	8.24275	2022-07-20 14:56:18	1102599	1.00000	1920	8.89624	safari	9.38524	40.06349	8.20349	50.37290	100.87487	6.10753	49.21296	9.96534	428	1080	0.60954	6.28047	8403803885959	29.49372	56.22778	9.58191
7.14561	3.96221	8.17242	2021-06-26 11:57:41	359170	0.00000	1366	7.37873	edge	9.25050	51.45713	8.15743	51.22592	125.39250	12.47056	75.52914	11.43362	819	lower	5.30342	12.05615	4475956392343	52.91481	30.40585	11.76660
5.37840	2.58869	7.41861	2023-05-24 20:15:37	57966	0.00000	1920	4.34011	firefox	5.79609	69.28757	8.27967	54.52922	128.81400	8.83346	9.74074	6.20123	1221	600	0.69165	4.09418	3691875442377	45.47396	52.83802	9.63166
8.18848	6.56524	8.97705	2023-02-03 15:02:00	1453079	0.00000	1366	5.12289	chrome	7.23907	67.11439	7.61236	47.83200	158.09111	9.13071	33.64873	4.11286	1276	600	0.27154	5.83577	3660674068118	55.39643	42.30535	8.47940
7.40921	2.64062	9.46991	2020-06-24 16:43:45	403609	1.00000	1024	9.37287	edge	7.71506	32.96002	7.50191	55.33197	212.95270	6.76726	45.96633	11.10350	2033	1024	0.14749	10.76999	2976440245388	71.91920	42.49650	7.81522
6.53377	14.54671	8.52803	2023-07-12 02:21:27	935364	1.00000	1920	4.86597	safari	9.23454	62.16938	9.12313	52.46269	258.80774	10.81320	36.44292	8.55818	488	600	1.02496	5.16988	1369444307649	52.15796	34.28373	10.05452
6.31956	3.99623	5.64974	2018-11-03 16:44:44	1260089	0.00000	1280	6.16902	mobile	5.52063	38.82632	7.79262	71.67309	183.85476	10.05392	56.84984	6.36021	2099	800	1.60008	7.68927	8927008530860	0.95695	55.54245	10.57890
7.20609	4.51456	5.98156	2020-06-14 06:19:22	798550	1.00000	lower	7.00160	mobile	10.47865	45.98455	6.93823	42.00634	86.45105	9.56317	23.68110	10.85812	1044	lower	1.06583	7.10524	6142989622935	57.55018	56.84538	10.08848
7.82960	1.13988	7.05860	2020-01-31 00:05:51	415274	0.00000	1920	5.59614	edge	7.28619	60.71613	8.03108	51.14341	57.50433	7.95558	41.06541	5.00509	957	1080	1.15367	6.42273	6513989196939	36.93398	63.65929	10.18698
8.42149	0.82200	8.89549	2022-10-23 21:37:39	1311972	1.00000	1280	6.86736	chrome	9.15952	45.99561	5.84143	28.33602	157.21194	8.80639	31.75085	9.67093	2334	800	0.10856	10.19487	1027238414118	48.48896	42.70168	6.29131
7.69445	9.90659	7.84023	2021-09-10 04:39:06	1337693	1.00000	1366	8.83538	opera	9.63362	51.71734	8.99410	30.78469	185.28295	11.64926	64.15988	9.69498	1957	1024	0.49657	6.94177	2149363606868	56.58591	62.35007	9.24871
8.44686	3.25669	7.64424	2019-09-15 10:39:56	925481	0.00000	1920	6.77229	chrome	9.08680	64.24700	7.20981	58.56004	175.16065	7.73868	49.20895	6.24698	1613	768	29.22927	7.71788	8403812440330	53.96732	69.35986	13.49388
9.33488	4.18472	9.88428	2020-01-20 13:04:38	1331822	1.00000	1920	10.19531	edge	9.64547	56.09684	10.70732	57.60255	76.43034	4.99292	30.50857	8.81698	1177	600	0.10683	6.13187	5452829160680	24.95326	49.91174	4.67507
7.05643	3.76747	9.10724	2020-11-30 12:38:24	470599	1.00000	1280	6.95411	edge	11.21928	56.36453	9.32499	61.46258	193.65891	10.16891	31.03051	11.50743	413	1080	2.37015	6.74743	4205675058219	54.50746	45.40439	10.95100
7.30728	1.28284	7.93490	2023-09-05 17:41:38	1265268	0.00000	1024	4.90040	safari	7.29781	80.71016	7.01145	32.01448	79.10282	9.12296	47.13500	5.27686	895	1080	0.28285	4.84813	4921111709735	32.71734	37.53835	8.40887
6.31554	7.76913	7.23825	2021-03-16 03:54:41	177370	0.00000	lower	7.03419	chrome	6.53723	61.14312	7.25595	71.78354	133.73700	9.57156	54.77287	9.61708	522	1080	1.07243	10.51695	3330752894051	45.50963	56.94112	10.12123
6.05818	4.17884	7.73959	2022-07-30 18:42:11	498198	0.00000	higher	7.15617	firefox	6.22551	57.18244	7.16796	46.48705	141.16319	10.08952	37.92842	11.07366	2391	600	0.21158	11.88352	7070218591099	46.48501	76.33772	7.93405
5.28533	6.56897	9.04223	2021-08-28 05:43:37	767096	0.00000	1366	7.20899	edge	5.40379	44.26204	8.08395	67.29239	189.84098	10.89667	38.32809	8.97324	1805	768	1.91617	8.52647	8871937840265	42.44885	80.73509	10.72122
5.67989	3.10977	8.07863	2022-05-29 04:06:00	1469557	0.00000	800	7.64582	edge	6.12198	39.33379	8.55073	57.06987	163.66961	10.41263	36.56287	9.60747	451	1080	1.14218	8.78167	4241111691565	44.48557	46.17747	10.21146
6.69940	4.80605	8.72765	2019-05-11 06:53:57	226444	0.00000	1024	8.20909	mobile	6.20128	74.40308	9.03223	32.36280	177.86027	8.79062	45.79133	6.20807	383	1024	6.00031	5.88788	0986766713869	68.41908	48.81982	11.90134
7.59678	1.84531	7.23981	2020-04-01 22:40:17	875724	1.00000	1280	9.17393	chrome	8.52836	44.29997	6.74576	42.54059	151.35060	6.87532	34.47407	11.60530	361	768	0.21582	10.77706	6297779444409	41.17299	38.09146	7.85352
6.05727	3.78008	7.03423	2019-03-10 14:19:59	425008	0.00000	1024	6.81967	mobile	7.42266	22.47698	8.44304	50.16868	244.75543	11.03699	22.97539	10.25044	1080	1080	3.52591	9.93035	6238192920699	44.12173	67.14774	11.36393
7.51811	4.30521	6.53198	2021-02-13 22:37:15	1277600	1.00000	1024	7.24666	safari	9.93572	37.60049	9.88214	45.68816	155.97491	9.71440	59.82751	9.11651	803	600	0.16534	4.82321	9167696673558	54.56663	74.55883	8.08318
6.67038	2.33096	8.43690	2023-02-17 07:43:53	1364761	1.00000	1024	4.61028	chrome	11.23807	55.94538	9.41957	39.82502	119.32453	12.23220	40.01974	9.97149	1789	768	0.86735	4.22603	0597828489266	64.65135	36.17937	9.92190
7.63680	0.47268	9.41117	2019-02-19 12:39:44	1167076	0.00000	1920	3.93387	mobile	7.74218	41.35403	9.95889	55.08914	173.04774	9.80365	34.28158	5.04184	1368	768	0.61949	6.18004	4031962402133	77.32909	65.10422	9.46317
5.95075	2.04020	6.05220	2022-05-10 23:07:05	1115481	0.00000	1024	7.39893	chrome	6.58379	54.77104	7.55837	59.63550	212.45199	10.56809	49.90000	10.01465	214	768	1.41335	9.87187	2534792920942	48.07391	52.37587	10.41074
8.46560	1.73014	8.77827	2018-12-19 18:45:56	1284277	0.00000	1280	5.56047	edge	6.19571	62.32877	7.49386	47.98542	164.89193	10.56868	49.47274	2.79063	2123	768	0.96374	7.48420	1595559143012	41.10664	57.18598	10.01324
6.15746	2.08756	8.48521	2022-01-18 20:12:28	262202	0.00000	1024	5.09168	other	5.64417	59.26894	6.18189	49.12803	233.89257	7.91086	47.88937	8.78598	388	800	0.28159	10.96027	9025867208087	63.50493	42.18788	8.67486
3.88734	3.24727	8.72387	2023-06-03 11:12:56	1313262	0.00000	1366	2.70687	safari	3.89954	62.84551	8.45488	50.77118	232.22227	7.38613	38.97075	7.76648	287	800	0.79939	7.24484	6569745810373	37.37501	47.08378	9.79204
8.04690	0.66748	8.48108	2018-11-19 19:21:45	431861	1.00000	1024	7.86517	chrome	7.73281	54.59134	8.02710	61.02019	269.02725	8.12682	17.55203	9.38593	2024	higher	0.09064	10.09112	1720039474380	39.80628	51.16154	5.51492
6.20271	9.84745	7.29941	2021-09-19 05:55:38	569797	1.00000	800	3.19693	mobile	9.09541	62.17561	6.97932	57.80248	174.94066	13.05287	46.90657	7.86485	1783	800	0.92150	4.83089	4555893901409	59.21265	38.19875	9.98612
7.74657	8.83055	8.77735	2020-11-25 06:32:51	391950	1.00000	lower	8.36571	edge	7.74786	54.56795	7.54827	43.14165	160.62391	7.29552	46.45644	9.48195	380	600	0.12126	8.82006	2479411419523	23.45527	35.91242	6.06725
5.13137	1.62018	7.63394	2019-02-01 02:30:25	745403	0.00000	higher	5.28120	chrome	5.11474	44.56623	9.70785	66.16528	78.36484	8.74107	28.54343	8.16505	340	768	1.72747	8.27103	1395360212736	52.66579	56.42457	10.62187
10.99798	2.11095	6.30458	2022-06-27 12:33:35	546513	1.00000	1280	10.27906	edge	11.26105	47.39686	8.73483	41.38941	104.19611	5.84491	56.14823	8.99557	207	800	0.06609	9.29540	5239681732572	59.35212	60.53954	5.18690
5.44272	13.23142	8.95042	2019-11-08 12:52:38	924437	0.00000	1280	6.83886	firefox	5.05781	64.53261	9.42601	49.38555	166.47017	8.73817	61.33460	8.42688	892	768	0.50934	7.94519	3654394852799	75.12673	48.08699	9.31915
6.82569	1.03143	8.63463	2021-01-02 17:56:49	1058719	1.00000	800	9.18071	safari	8.01169	52.25050	8.00282	35.18566	170.67278	7.21086	67.39294	11.83772	1854	600	0.32456	10.10154	3311715990157	37.47181	58.40617	8.69527
9.94682	8.00699	9.00693	2020-02-05 17:06:03	847580	1.00000	1024	11.03915	chrome	10.85986	72.85680	9.22178	51.90114	179.67228	5.46955	53.37926	11.15296	1448	higher	0.31048	11.78405	0362274692832	42.96244	72.26070	8.78571
4.94092	7.67779	8.39496	2020-03-16 09:43:44	701635	0.00000	lower	4.21989	edge	6.19754	65.08136	8.87939	47.00413	87.02589	9.62175	37.37171	10.40593	1755	600	0.77206	10.05011	0963482399300	45.49242	60.17406	9.75574
7.38889	2.45394	7.71513	2023-03-31 11:43:20	414487	1.00000	1920	6.34590	edge	10.17232	71.99385	8.14667	32.28039	156.82312	10.52853	54.35481	9.46697	250	1080	0.20990	5.47557	3795043966181	56.28123	42.96200	8.13196
6.58045	3.37539	7.81992	2020-01-30 21:54:17	451431	0.00000	1366	6.87912	chrome	6.86662	52.37215	8.94191	30.61759	48.73973	9.75946	51.74489	10.02852	2139	800	0.52006	11.27506	5875983938580	54.93134	57.92225	9.34208
5.20957	4.86676	7.88019	2022-02-05 02:33:20	691185	0.00000	1920	5.83336	safari	4.89901	39.22157	8.49513	39.11865	285.53578	8.79894	39.73927	8.32312	199	800	0.60602	8.22947	6506009135674	57.96432	75.20506	9.45046
8.20128	3.24908	9.51697	2023-09-22 07:21:12	1192878	0.00000	1920	5.04961	chrome	8.79320	38.24194	6.95762	49.73846	51.67831	6.87977	24.19780	4.61286	1236	768	1.24736	3.86925	3656129237949	40.10127	48.99409	10.29108
8.13100	1.19666	8.92001	2022-01-21 00:27:13	742669	0.00000	1280	5.69105	safari	8.16945	47.99053	7.81206	35.50551	75.93826	9.64368	40.62777	5.09407	1539	800	0.21185	4.73726	1351349700168	78.69465	53.15690	8.06205
7.24955	3.23861	9.33571	2022-12-25 18:55:22	662709	0.00000	1920	6.99236	edge	6.34418	30.36171	6.78686	40.89820	17.31831	8.42280	61.07690	4.61320	2426	1080	0.64098	4.15374	8744990677669	46.08522	54.15619	9.49244
7.07316	1.06749	8.66294	2019-05-29 21:27:15	1369902	1.00000	1920	7.51162	chrome	9.92307	44.50648	6.64050	59.02908	102.68381	7.24285	45.47302	11.04376	1513	600	2.21031	7.76806	9301022198784	43.19597	54.63060	10.87719
7.87644	0.48573	9.16997	2019-10-29 23:40:06	754531	0.00000	lower	6.83115	safari	7.00093	62.85134	7.33932	41.67238	77.09910	9.02262	41.12788	5.07119	1547	1080	1.44107	6.64275	6892675661631	38.71223	56.49232	10.42970
4.62237	2.20822	7.76511	2022-10-16 00:58:01	487102	0.00000	1366	6.13799	chrome	4.27061	60.71449	6.67514	45.37511	138.02445	8.85351	43.57025	9.16485	285	600	0.22955	8.12377	4844305845906	70.72681	53.36116	8.10153
6.60656	1.16459	7.88198	2022-09-23 00:47:24	240856	1.00000	1024	6.14022	edge	8.85153	25.89036	7.71441	33.68388	101.35881	8.72077	49.77734	9.28045	800	lower	2.13600	6.60809	9801129501833	62.86707	37.72016	10.84943
11.66154	0.66484	6.74558	2021-11-19 08:25:56	127207	1.00000	1366	12.94186	mobile	12.25478	68.79377	7.53833	47.53357	117.53393	4.10539	55.82818	10.15367	932	1024	0.05199	9.69618	7929219302688	44.55787	54.68976	6.47950
6.47860	2.58717	8.44518	2022-06-07 03:26:47	1052561	0.00000	1024	6.06785	chrome	6.10409	50.65895	7.45048	60.71925	170.81086	8.04880	33.49836	8.57932	877	800	0.95683	10.59629	6240510627982	38.50343	55.91219	10.01546
7.08135	2.93281	7.78334	2021-08-09 23:15:46	605685	1.00000	lower	4.89438	edge	11.41742	56.09717	7.14398	56.97911	188.01642	11.57092	25.85136	10.62959	132	1080	0.38839	5.62381	5681631054300	30.17429	45.71831	8.85497
8.23399	1.71591	7.88303	2023-02-11 00:29:43	946240	1.00000	1024	8.03324	firefox	8.95954	56.49375	8.41065	28.26195	105.92906	7.18561	61.18430	10.68716	347	lower	0.08705	9.93451	4679244532569	42.77923	43.46894	5.17625
5.28399	13.38809	8.53354	2020-01-16 10:05:14	125613	0.00000	1366	7.11965	mobile	5.20180	65.83258	10.11262	38.31995	137.91502	10.10376	53.17143	10.06024	1019	600	0.27372	9.74375	4080189267438	52.17724	20.74460	8.45660
7.34261	5.51763	6.58175	2022-05-03 02:45:09	99433	1.00000	1920	8.27605	chrome	8.06609	43.55858	8.39684	47.29439	136.02018	7.82695	46.64614	10.52465	398	lower	0.11736	9.02432	5827220099806	44.08471	53.98302	6.46740
8.44619	1.90784	9.31197	2019-12-05 12:18:30	1039427	1.00000	1280	9.09754	chrome	9.02575	41.59051	7.60693	68.02115	208.17495	5.83512	24.92681	10.58597	59	1080	0.19884	10.42571	6489793302609	58.29685	75.85110	7.45787
4.56944	2.20819	8.73981	2022-05-11 02:53:28	309102	0.00000	1920	4.09905	opera	6.33299	48.61831	9.82159	30.16044	78.89383	10.64061	47.79119	9.97211	1934	768	3.20904	8.68424	7436784950669	59.83222	55.95319	11.26858
6.96305	2.15361	9.91393	2020-11-05 04:30:29	1350908	0.00000	1280	3.86323	edge	8.47403	52.04629	9.65270	41.29747	87.49058	10.77353	54.99453	6.99030	1756	768	1.49024	6.58989	2879676216675	43.06148	30.31559	10.45357
4.92994	1.24967	8.37647	2021-11-01 11:40:50	1269140	0.00000	1366	5.38367	edge	4.92721	47.90550	6.96499	38.45083	-25.14710	8.75564	39.97828	7.99904	1775	lower	1.06107	7.24552	9605037396266	61.11724	32.58083	10.08507
7.60147	6.22921	6.36497	2019-06-21 01:14:45	1269156	1.00000	1280	8.78846	edge	9.31881	25.29991	10.31205	53.34841	166.18687	8.24187	46.22023	10.87932	1450	1080	0.82476	9.28143	9853333439907	71.47467	58.34830	9.81509
8.38798	3.44706	8.63455	2019-01-15 12:22:53	240371	1.00000	1920	10.04226	edge	9.50560	67.28883	7.22547	73.51974	115.33406	6.69915	44.53633	11.60996	2153	1024	0.11321	10.27343	8875296429895	40.14534	46.01697	7.19064
9.66474	1.75713	9.29427	2023-06-22 20:05:42	892325	1.00000	1024	9.34890	chrome	10.42135	50.88876	7.31553	74.03802	124.69512	7.22305	29.71270	10.03131	266	600	0.11536	10.03714	0678139880581	31.26159	71.84390	6.28132
6.61787	6.30917	7.39161	2021-01-05 09:11:31	1375798	0.00000	1920	6.14399	chrome	7.05594	41.69074	9.72883	45.82484	146.26476	8.66547	32.22248	6.54734	341	600	0.93267	4.98197	6225086576599	39.71277	52.04730	9.95065
7.22197	10.96391	8.60729	2021-12-21 20:29:59	529011	0.00000	lower	7.21714	chrome	8.87755	55.95967	6.89702	12.08780	256.62050	7.88406	60.33601	5.98655	294	1024	4.76233	1.75441	5108230317662	64.74096	66.81933	11.66148
5.61567	1.94808	8.22385	2020-09-18 01:35:51	1057343	0.00000	1280	4.86467	mobile	5.99788	49.57430	8.08458	34.23255	106.34315	8.44496	30.35821	8.92536	1364	higher	0.69529	9.28015	1320540234789	53.47570	36.06652	9.68243
4.42150	1.15418	7.47436	2022-07-25 03:48:52	774648	0.00000	1366	4.37211	safari	3.35502	43.92684	7.44915	40.88482	155.49462	7.17255	10.81137	7.96925	1130	800	0.19936	8.38626	8860987949097	46.38593	62.75992	8.07033
7.07623	1.25579	9.86987	2019-06-01 13:54:59	597914	1.00000	1366	4.61707	safari	9.99646	53.32686	6.96010	33.26463	239.72803	7.29820	50.19142	9.56954	1558	lower	0.13413	5.54537	5370836501893	52.30483	49.04126	7.68981
6.76885	7.69450	6.95376	2021-10-07 12:38:40	673152	1.00000	1920	6.30627	safari	8.56164	28.54862	7.40232	56.78869	188.47642	7.92396	68.41302	9.24087	2385	600	1.18808	7.15708	0535991750165	57.61904	46.66248	10.25340
8.66491	7.55780	7.11222	2023-02-02 02:28:42	932412	1.00000	800	7.48098	edge	8.93695	60.10732	9.29788	45.54487	150.13809	7.99114	60.54028	9.14780	272	768	0.05393	8.83754	3788417546744	55.89623	68.61445	4.43447
4.36426	3.61946	9.08948	2021-03-12 10:52:06	1330745	0.00000	1920	5.89622	chrome	5.84139	31.35702	8.64049	48.02772	130.74599	11.42432	45.90320	10.06373	100	1080	1.19183	7.23551	7046317889955	50.92270	69.85416	10.26390
6.99703	5.05124	8.54608	2019-12-22 10:06:25	573629	0.00000	1366	6.65158	opera	6.71479	45.47615	9.25517	42.96408	193.31330	8.18806	50.84506	9.37703	232	higher	0.33550	11.46771	8669720131382	53.45759	58.27412	8.77911
8.97439	2.37290	10.11125	2022-03-17 12:42:12	1358050	1.00000	1366	11.02808	edge	9.77662	61.95708	8.66611	43.48312	195.68391	5.84379	39.84354	11.52707	2468	lower	0.19964	11.13946	8303596595465	48.19703	68.51351	8.14308
11.66907	5.78046	6.84288	2019-10-22 13:30:46	327140	1.00000	800	11.06980	safari	12.32661	50.55136	7.42187	59.71570	201.19779	5.12300	62.59894	9.69629	2081	600	0.07207	10.14597	0690348717816	51.42784	50.41470	5.76229
6.63794	1.03452	7.47876	2022-04-08 04:21:23	826730	1.00000	1366	4.91548	safari	8.92372	52.17952	8.45494	59.70063	113.82123	11.74259	32.84091	8.73179	916	768	0.88980	6.69372	4083328901163	52.96918	65.70950	9.93149
7.85941	4.23047	8.64866	2019-03-24 10:35:34	697968	0.00000	800	5.37707	edge	7.38983	56.70965	9.88209	55.63786	151.06827	8.79670	39.59191	4.32614	1301	768	0.34893	4.59218	5153211579072	14.71999	39.26246	8.85043
6.58726	3.66011	6.03363	2021-08-29 17:47:26	1166228	1.00000	1280	4.92071	firefox	10.70253	43.45882	8.96243	38.82464	137.57163	9.67416	60.24683	10.72793	281	768	2.17715	6.35292	9640258702052	59.17919	27.88062	10.86696
6.64015	2.70495	8.78822	2020-08-18 23:04:43	823632	1.00000	1024	4.48819	firefox	10.67510	58.51130	7.88319	63.67472	85.72351	11.41452	46.20445	11.34638	1908	768	1.87761	8.47574	2719129758935	48.93457	74.39150	10.71529
7.18171	3.34986	6.89935	2020-10-01 20:22:55	412285	0.00000	800	8.19887	chrome	7.27278	57.55898	6.98361	63.91460	188.12782	11.03105	41.84385	7.11282	1576	1024	1.77650	6.73559	6908478076951	36.87086	49.35930	10.67429
5.05517	6.12889	7.31476	2023-08-16 11:11:12	182856	0.00000	1920	4.91433	edge	5.46486	48.99700	7.88494	38.41153	89.52700	9.20850	40.20043	8.68951	1102	lower	0.87521	8.20238	8571915937689	17.59112	68.47493	9.87971
