product_ean	code	store_name	location
6311738902820	RS	Negotin	Europe/Belgrade
6811390169246	US	Lebanon	America/New_York
5310062639373	DE	Stade	Europe/Berlin
0910288833569	IN	Gariadhar	Asia/Kolkata
0469367489710	RU	Naro-Fominsk	Europe/Moscow
0327214142501	ID	Cibinong	Asia/Jakarta
6897603547087	JP	Kamakura	Asia/Tokyo
4915276900342	YE	Ataq	Asia/Aden
1856142135839	PE	Chosica	America/Lima
1598017582682	CN	Longgang	Asia/Shanghai
0280834425648	NA	Okahandja	Africa/Windhoek
8585158822039	CN	Dongdu	Asia/Shanghai
4386243910815	IT	Campobasso	Europe/Rome
6219680694643	DZ	Messaad	Africa/Algiers
0575216584748	NG	Lagos	Africa/Lagos
3647628688653	IN	Adra	Asia/Kolkata
0532312152011	GH	Bibiani	Africa/Accra
2593217972737	US	Porterville	America/Los_Angeles
4538058640368	RU	Buynaksk	Europe/Moscow
6829837770153	KH	Paoy Paet	Asia/Phnom_Penh
9471027064251	PL	Brzeg	Europe/Warsaw
9236696267415	PH	Recodo	Asia/Manila
3733638609983	CA	Beaconsfield	America/Toronto
9308918300467	CU	Jaruco	America/Havana
6953911174787	US	Waverly	America/Detroit
4874641274252	GB	Devizes	Europe/London
3946540450264	IN	Davangere	Asia/Kolkata
5324546716160	IL	Ganei Tikva	Asia/Jerusalem
5932519758781	US	Belle Glade	America/New_York
1901421143927	JP	Suzaka	Asia/Tokyo
1737710591281	FR	Marseille 11	Europe/Paris
4073560636633	MX	Paracho de Verduzco	America/Mexico_City
1984509189079	CN	Danjiangkou	Asia/Shanghai
0300267609122	TR	Mardin	Europe/Istanbul
9722298307807	CO	Andes	America/Bogota
6392507203461	ES	Cardedeu	Europe/Madrid
7456638264421	CA	Sherwood Park	America/Edmonton
3547386279424	DE	Landshut	Europe/Berlin
3566933111192	LK	Hendala	Asia/Colombo
5886793243160	CO	Andes	America/Bogota
6108622082818	US	New City	America/Chicago
8624944161850	TH	Tak Bai	Asia/Bangkok
9271544282240	US	Middletown	America/New_York
9288108790196	RU	Yashkino	Asia/Novokuznetsk
1917004871439	GB	Thetford	Europe/London
3411413346895	IT	Cordenons	Europe/Rome
2941857883720	UA	Lutsk	Europe/Kiev
3135631566230	CO	El Copey	America/Bogota
1027280950176	IT	Gorgonzola	Europe/Rome
1031253793431	ID	Tebingtinggi	Asia/Jakarta
6827555190437	IN	Barpeta	Asia/Kolkata
3969590633296	NG	Shagamu	Africa/Lagos
6285329735503	SD	Ar Ruseris	Africa/Khartoum
5539431749226	PK	Hasilpur	Asia/Karachi
5586554576239	FR	Mitry-Mory	Europe/Paris
2867464894037	US	Encinitas	America/Los_Angeles
8594167465519	IN	Supaul	Asia/Kolkata
0730587200233	PK	Daud Khel	Asia/Karachi
6008288787310	MY	Gua Musang	Asia/Kuala_Lumpur
4980515888873	VE	Ciudad Guayana	America/Caracas
5200958569740	LT	Alytus	Europe/Vilnius
7275764589136	RU	Izluchinsk	Asia/Yekaterinburg
5667648928803	BR	Itacoatiara	America/Manaus
4095342718214	SE	Hudiksvall	Europe/Stockholm
3680845624189	BR	Porto Velho	America/Porto_Velho
2177133439859	MT	Valletta	Europe/Malta
1639190495427	US	Covington	America/New_York
3280356483581	DZ	Frenda	Africa/Algiers
5849496116261	PL	Strzelce Opolskie	Europe/Warsaw
8014056343709	AU	Perth	Australia/Perth
1088568695417	TH	Nakhon Pathom	Asia/Bangkok
3608420469093	ES	Jumilla	Europe/Madrid
9920662652359	CO	Villa del Rosario	America/Bogota
2172064411059	CO	Puerto Colombia	America/Bogota
4409416196189	GB	Exeter	Europe/London
4376856042119	US	Fairview Heights	America/Chicago
0154695455079	RU	Buynaksk	Europe/Moscow
6868538613932	NL	Losser	Europe/Amsterdam
9580697800660	CL	San Bernardo	America/Santiago
6776572589864	MX	Contla	America/Mexico_City
9200233992153	US	Fitchburg	America/New_York
2136317688056	AZ	Astara	Asia/Baku
0314082829085	KR	T’aebaek	Asia/Seoul
0950038057746	MY	Kampung Ayer Molek	Asia/Kuala_Lumpur
6058947925904	IN	Udumalaippettai	Asia/Kolkata
2288042250470	IN	Supaul	Asia/Kolkata
5620911966650	US	Santa Maria	America/Los_Angeles
3991924909388	GB	Surbiton	Europe/London
4485111784937	MX	Acayucan	America/Mexico_City
3991044401496	RU	Nikolayevsk-on-Amure	Asia/Vladivostok
9559640036135	IN	Dombivli	Asia/Kolkata
4141843703782	US	Pottstown	America/New_York
5085050510902	DE	Weimar	Europe/Berlin
9601154977357	RO	Sector 6	Europe/Bucharest
9403054912298	JP	Sasayama	Asia/Tokyo
2246746211883	IN	Kashipur	Asia/Kolkata
9167697461253	US	Bourbonnais	America/Chicago
5370841778877	BR	Soure	America/Belem
9207421330919	US	Lompoc	America/Los_Angeles
5029435520803	DE	Siegburg	Europe/Berlin
5415483348481	ET	Arba Minch	Africa/Addis_Ababa
9214449215746	ID	Tebingtinggi	Asia/Jakarta
6658303773097	CA	Charlottetown	America/Halifax
6737154889376	CA	Markham	America/Toronto
3494927997548	IN	Sojat	Asia/Kolkata
2027261797645	NG	Lagos	Africa/Lagos
9390207781460	FR	Elbeuf	Europe/Paris
2342096560722	CO	El Copey	America/Bogota
1694893405555	CR	San Rafael	America/Costa_Rica
5974384331218	FR	Mitry-Mory	Europe/Paris
2182703873650	BR	Guaraciaba do Norte	America/Fortaleza
4161712233073	PK	Larkana	Asia/Karachi
1185504420345	CO	Buenaventura	America/Bogota
6663166245995	ES	Ferrol	Europe/Madrid
6878937346478	US	Visitacion Valley	America/Los_Angeles
7932009386225	AU	Carindale	Australia/Brisbane
6553668180637	MX	Casa Blanca	America/Mexico_City
0276703800043	DE	Walsrode	Europe/Berlin
7428045518664	US	Coralville	America/Chicago
6186835618741	AU	Nowra	Australia/Sydney
9350588437363	US	Bothell	America/Los_Angeles
6645616335661	ES	San Fernando de Henares	Europe/Madrid
8849567029268	US	Sun City Center	America/New_York
6712951998155	IN	Kenda	Asia/Kolkata
0827606577282	YE	Ataq	Asia/Aden
4558952165521	RU	Lesnoy	Asia/Yekaterinburg
3771218000782	BW	Tonota	Africa/Gaborone
1265936233413	TN	Beni Khiar	Africa/Tunis
6940747708958	IT	Gorgonzola	Europe/Rome
0890346756729	IT	Chiavari	Europe/Rome
7178031526837	NE	Mirriah	Africa/Niamey
5537715699489	ES	Novelda	Europe/Madrid
5829500200094	MM	Kyaikto	Asia/Yangon
5080038704571	AZ	Astara	Asia/Baku
9941555376718	GA	Franceville	Africa/Libreville
1917343919182	PT	Albufeira	Europe/Lisbon
7624200900927	MX	Guanajuato	America/Mexico_City
9213959435903	BE	Rixensart	Europe/Brussels
8908232854595	ES	Leioa	Europe/Madrid
9346053205407	RU	Privolzhskiy	Europe/Saratov
6503967417279	IN	Haldwani	Asia/Kolkata
6106500880624	CI	Bonoua	Africa/Abidjan
8460510775867	EE	Narva	Europe/Tallinn
6568672270793	RU	Petrozavodsk	Europe/Moscow
8686632156746	PH	Sorsogon	Asia/Manila
6575991983877	UG	Kitgum	Africa/Kampala
9802228469635	CN	Changzhi	Asia/Shanghai
9011131281986	SL	Freetown	Africa/Freetown
9766434387971	CN	Xiangtan	Asia/Shanghai
7502533536955	BR	Catende	America/Recife
6103832076657	ET	Arba Minch	Africa/Addis_Ababa
7583719794772	US	Fairview Heights	America/Chicago
4571504527943	EC	Milagro	America/Guayaquil
9490596252067	AM	Hrazdan	Asia/Yerevan
4535893622931	US	Odessa	America/Chicago
1315089234390	TH	Tak Bai	Asia/Bangkok
2192646056119	AU	Nowra	Australia/Sydney
2699623920215	CO	Socorro	America/Bogota
1811717897802	US	Palm Desert	America/Los_Angeles
4586162254094	DE	Gauting	Europe/Berlin
9004745636617	CU	Media Luna	America/Havana
7643032151222	JP	Okegawa	Asia/Tokyo
4096753347048	UA	Krasyliv	Europe/Kiev
6685329651627	DE	Ehingen	Europe/Berlin
3233420488951	US	Lower West Side	America/Chicago
9948169828848	AU	Carindale	Australia/Brisbane
6279454088283	US	Beaumont	America/Los_Angeles
7295396243299	PL	Jaworzno	Europe/Warsaw
3447444125864	PH	Dipolog	Asia/Manila
5946340228085	IN	Calangute	Asia/Kolkata
9089865902002	US	Aloha	America/Los_Angeles
5275674844983	NI	Jinotepe	America/Managua
9708718543772	US	Riverbank	America/Los_Angeles
8310975938997	IN	Teghra	Asia/Kolkata
1124059892634	PH	San Jose	Asia/Manila
2363533652015	PK	Tharu Shah	Asia/Karachi
2201810366227	DE	Stade	Europe/Berlin
4454700028325	FR	Saint-Genis-Laval	Europe/Paris
4574352072450	BR	Lagarto	America/Maceio
3564766249266	MX	Tuxtla	America/Mexico_City
8698831701641	RU	Aykhal	Asia/Yakutsk
8972658052545	PH	San Jose	Asia/Manila
7492256050046	AU	Strathfield	Australia/Sydney
0885136933954	NG	Yenagoa	Africa/Lagos
6000505195809	AU	Strathfield	Australia/Sydney
6985032464294	CL	San Bernardo	America/Santiago
9806993514101	BR	Curitiba	America/Sao_Paulo
1600034138718	CN	Dongdu	Asia/Shanghai
0059385067566	GB	Mexborough	Europe/London
1488050085519	AU	Griffith	Australia/Sydney
6871137253546	TR	Mardin	Europe/Istanbul
5064624443327	US	Pekin	America/Chicago
1428202970362	IT	Mesagne	Europe/Rome
4575669855002	US	Hutto	America/Chicago
9451362587004	TR	Silvan	Europe/Istanbul
4417689779299	BR	Guapimirim	America/Sao_Paulo
5598838067531	DE	Karben	Europe/Berlin
9208114536953	KE	Lodwar	Africa/Nairobi
2697572765116	CI	Bonoua	Africa/Abidjan
7521874233248	US	Greenpoint	America/New_York
7932186644293	PH	Baliuag	Asia/Manila
3550847521215	DE	Bensheim	Europe/Berlin
0017211652805	DE	Gauting	Europe/Berlin
6612298010018	MX	Paracho de Verduzco	America/Mexico_City
5547037810349	IN	Sambalpur	Asia/Kolkata
7620516468571	TR	Sungurlu	Europe/Istanbul
9826891699977	US	Malden	America/New_York
5806992010073	US	Cypress Hills	America/New_York
6035079963653	CN	Meizhou	Asia/Shanghai
3265740719514	IN	Calangute	Asia/Kolkata
6007357194417	TH	Kantharalak	Asia/Bangkok
9428191529598	IT	Somma Vesuviana	Europe/Rome
6463079837320	ML	Kati	Africa/Bamako
9791038916999	GB	Brierley Hill	Europe/London
3515370566188	RU	Kashira	Europe/Moscow
9893729581216	CN	Sishui	Asia/Shanghai
6608166558348	AZ	Astara	Asia/Baku
6074920765930	IN	Davangere	Asia/Kolkata
0844264937340	JP	Hakodate	Asia/Tokyo
8457756499411	US	Laguna Niguel	America/Los_Angeles
0789510292784	CU	Boyeros	America/Havana
3136531878034	PA	Veracruz	America/Panama
5193505155421	JP	Shimotoda	Asia/Tokyo
5549956499087	RU	Dyat’kovo	Europe/Moscow
6323352022587	PH	Burgos	Asia/Manila
2151284400746	PH	San Jose	Asia/Manila
4814761494154	CU	Boyeros	America/Havana
0149037573245	US	Kendall	America/New_York
5095817871627	DE	Wittenau	Europe/Berlin
7754852987295	DZ	Messaad	Africa/Algiers
1881542394739	DE	Ehingen	Europe/Berlin
9588227362367	GB	Lymington	Europe/London
5369623423531	AU	Griffith	Australia/Sydney
4102941324651	AU	Willetton	Australia/Perth
5142207276057	KE	Lodwar	Africa/Nairobi
9398031601640	US	Keene	America/New_York
2068967050993	DE	Ehingen	Europe/Berlin
5208435498231	CU	Jaruco	America/Havana
5803082225300	CN	Nanpiao	Asia/Shanghai
5735506842193	ID	Pekanbaru	Asia/Jakarta
8201981710939	US	San Juan	America/Chicago
6293011804444	CU	Media Luna	America/Havana
7118083440651	AU	Baulkham Hills	Australia/Sydney
7273311253363	FR	Le Chesnay	Europe/Paris
1204969090013	PK	Alipur	Asia/Karachi
7054652472428	BR	Barras	America/Fortaleza
6124125791477	DE	Schleswig	Europe/Berlin
5725458565684	US	Crystal Lake	America/Chicago
6144806572461	DE	Aschaffenburg	Europe/Berlin
0186717645212	BR	Catende	America/Recife
0878515220585	US	Riverbank	America/Los_Angeles
8569140260627	AR	Esperanza	America/Argentina/Cordoba
0755461253327	GB	Southsea	Europe/London
6945025913246	BR	Barra dos Coqueiros	America/Maceio
0042437579513	NG	Argungu	Africa/Lagos
0680374192718	PK	Mianwali	Asia/Karachi
7304948956195	BJ	Tchaourou	Africa/Porto-Novo
2520839408863	PH	Recodo	Asia/Manila
3850911981830	RU	Sharypovo	Asia/Krasnoyarsk
9902739616723	IN	Kenda	Asia/Kolkata
4272974998829	CN	Hushitai	Asia/Shanghai
5443169424747	GB	Kingston upon Hull	Europe/London
6930727486297	TH	Phanat Nikhom	Asia/Bangkok
3071500632012	BO	Tupiza	America/La_Paz
1562412246579	CH	Onex	Europe/Zurich
2612391182425	US	West Chester	America/New_York
3723020171518	BR	Catende	America/Recife
8841740432162	CU	Jaruco	America/Havana
9308295421304	DE	Charlottenburg-Nord	Europe/Berlin
5834564130935	IT	Roseto degli Abruzzi	Europe/Rome
1865792577203	MY	Donggongon	Asia/Kuching
7619468856154	PE	Yunguyo	America/Lima
7812939042142	US	Crystal Lake	America/Chicago
3713407670321	IN	Parola	Asia/Kolkata
3795115896194	NL	Tongelre	Europe/Amsterdam
7703007553410	GT	Chichicastenango	America/Guatemala
0888671895688	BG	Smolyan	Europe/Sofia
0157510036378	CU	Corralillo	America/Havana
5043375488023	US	Pleasant Prairie	America/Chicago
7195106343090	US	Norco	America/Los_Angeles
6724986663786	US	Scottsdale	America/Phoenix
5449138475253	PE	Yunguyo	America/Lima
6800300342220	ES	Puertollano	Europe/Madrid
4156917031524	RS	Negotin	Europe/Belgrade
3071366858502	BR	Guaraciaba do Norte	America/Fortaleza
2968701794735	IN	Lal Bahadur Nagar	Asia/Kolkata
9044687157016	UY	Durazno	America/Montevideo
7998440307281	IL	Rahat	Asia/Jerusalem
7550174713143	NL	Losser	Europe/Amsterdam
8614817593048	IN	Chamba	Asia/Kolkata
1050843304727	IN	Aistala	Asia/Kolkata
9207818340156	IN	Calangute	Asia/Kolkata
2016261749891	US	Yonkers	America/New_York
6720815182763	PH	Pilar	Asia/Manila
0504573628451	ID	Sukabumi	Asia/Jakarta
1172883951737	CU	Boyeros	America/Havana
2689008414095	CA	Markham	America/Toronto
1558249423320	AR	Esperanza	America/Argentina/Cordoba
0792038853542	NG	Argungu	Africa/Lagos
5427192608107	JP	Hakodate	Asia/Tokyo
9672609280247	DE	Eppingen	Europe/Berlin
1122015721943	TW	Magong	Asia/Taipei
4983592764535	IN	Davangere	Asia/Kolkata
6140508579487	US	Iron River	America/Menominee
9399281171679	US	Rolla	America/Chicago
2812394692604	CO	Villa del Rosario	America/Bogota
9493298847951	US	Carlsbad	America/Denver
9148607373316	TH	Phanat Nikhom	Asia/Bangkok
2438793046239	RU	Krymsk	Europe/Moscow
2424140952865	US	Independence	America/Chicago
7736344706409	US	Port Richmond	America/New_York
0928395332431	PR	Aguadilla	America/Puerto_Rico
4469502645403	JP	Minokamo	Asia/Tokyo
9982564866111	PK	Mianwali	Asia/Karachi
6654257186839	MG	Ikalamavony	Indian/Antananarivo
2267298136332	US	Keizer	America/Los_Angeles
6803987146174	US	Indio	America/Los_Angeles
1189399693891	FR	Rueil-Malmaison	Europe/Paris
3084484296675	ES	Talavera de la Reina	Europe/Madrid
1244653656521	CM	Idenao	Africa/Douala
4419238379783	US	Peabody	America/New_York
1531748413177	LK	Dehiwala-Mount Lavinia	Asia/Colombo
2636832875721	BE	Denderleeuw	Europe/Brussels
5318165046104	MG	Ambatondrazaka	Indian/Antananarivo
7808936141223	IN	Supaul	Asia/Kolkata
2083851161838	IN	Chharra	Asia/Kolkata
2926266602407	ID	Ngemplak	Asia/Jakarta
9635202388345	BR	Altamira	America/Santarem
7099798411955	CN	Zhoushan	Asia/Shanghai
6193911717120	BR	Miracema	America/Sao_Paulo
8127656369090	CN	Liaoyang	Asia/Shanghai
5375436506057	US	Woodbridge	America/New_York
0781390226293	PH	Cebu City	Asia/Manila
8070827379315	US	Rosemount	America/Chicago
9565478436498	BR	Buri	America/Sao_Paulo
7071012979595	SV	Ilopango	America/El_Salvador
9442355358411	GB	Strood	Europe/London
8446382165906	CN	Zaozhuang	Asia/Shanghai
0636508377063	ES	Tudela	Europe/Madrid
9917107962395	FR	Colomiers	Europe/Paris
2733231189913	BR	Soure	America/Belem
7692369592819	TH	Kantharalak	Asia/Bangkok
7964220268233	ID	Cibinong	Asia/Jakarta
9924934732411	IN	Adra	Asia/Kolkata
2531655836631	EC	Milagro	America/Guayaquil
6987578827526	IN	Chharra	Asia/Kolkata
3535692989809	PA	Veracruz	America/Panama
4812219100305	CU	Corralillo	America/Havana
6840198810807	IL	Rahat	Asia/Jerusalem
0445224325780	SK	Hlohovec	Europe/Bratislava
8614740655271	CO	Buenaventura	America/Bogota
7865386027842	NL	Barneveld	Europe/Amsterdam
1695187634446	IN	Barbil	Asia/Kolkata
6806005822449	JP	Shimotoda	Asia/Tokyo
4040883479803	US	Watsonville	America/Los_Angeles
8610552810662	IT	Misterbianco	Europe/Rome
6934336476700	BE	Houthalen	Europe/Brussels
7589421988140	US	Dumont	America/New_York
3385186021061	ID	Jambi City	Asia/Jakarta
1647926036646	US	Searcy	America/Chicago
4470618897167	KE	Nyahururu	Africa/Nairobi
7409650249037	US	North Tustin	America/Los_Angeles
9353446203216	US	Clermont	America/New_York
8214935335867	KR	T’aebaek	Asia/Seoul
5918758755293	MX	Zacoalco de Torres	America/Mexico_City
4419857658047	FR	Marly-le-Roi	Europe/Paris
3889545892090	ID	Cibinong	Asia/Jakarta
8661837267695	US	Porterville	America/Los_Angeles
0197660427152	UA	Kherson	Europe/Kiev
6505416466715	US	Jersey City	America/New_York
0490155310701	US	Fairview Heights	America/Chicago
5384791815230	IR	Nowshahr	Asia/Tehran
5878487981700	US	Grand Forks	America/Chicago
0225624183605	TH	Yasothon	Asia/Bangkok
2326690389095	JP	Toyokawa	Asia/Tokyo
5582978710518	RU	Yeysk	Europe/Moscow
3440445957861	MX	Progreso	America/Merida
8230518109618	HT	Thomazeau	America/Port-au-Prince
3751064932703	NE	Mirriah	Africa/Niamey
1628141918320	ES	Jumilla	Europe/Madrid
4412206170153	DE	Bad Segeberg	Europe/Berlin
8865736555420	IT	Cordenons	Europe/Rome
6415570392624	GN	Camayenne	Africa/Conakry
6651362548330	CN	Yingkou	Asia/Shanghai
6356228795292	BE	Beveren	Europe/Brussels
8628154349473	AR	Pontevedra	America/Argentina/Buenos_Aires
4263195029768	ES	Ferrol	Europe/Madrid
0616844861136	GA	Franceville	Africa/Libreville
1302626402763	RU	Nikolayevsk-on-Amure	Asia/Vladivostok
6851691925646	IT	Villabate	Europe/Rome
9242276197317	RU	Nikolayevsk-on-Amure	Asia/Vladivostok
3232132472296	FI	Espoo	Europe/Helsinki
5683440542122	NG	Yenagoa	Africa/Lagos
2409068662683	RU	Kachkanar	Asia/Yekaterinburg
9194869929013	GA	Franceville	Africa/Libreville
4199068967335	CN	Hoxtolgay	Asia/Urumqi
2320049549420	KR	Nonsan	Asia/Seoul
1181572592137	US	Lexington	America/New_York
6960421762274	US	Laguna Niguel	America/Los_Angeles
3311382778591	US	New Canaan	America/New_York
0345218984781	TH	Thap Than	Asia/Bangkok
3994219060825	ES	Novelda	Europe/Madrid
1278105446224	ID	Labuhan Deli	Asia/Jakarta
2654695968435	PT	Albufeira	Europe/Lisbon
8283680243819	PT	Albufeira	Europe/Lisbon
1762553865985	KR	T’aebaek	Asia/Seoul
7308462544845	BR	Imbituba	America/Sao_Paulo
8643019331554	DE	Oschatz	Europe/Berlin
0182193274106	US	Claremont	America/Los_Angeles
4417165666235	BJ	Tchaourou	Africa/Porto-Novo
1407691484833	US	Fort Washington	America/New_York
0402178785428	MX	Guanajuato	America/Mexico_City
3182452535303	TH	Bua Yai	Asia/Bangkok
2767396753566	MG	Antanifotsy	Indian/Antananarivo
0049008300583	BR	Itacoatiara	America/Manaus
1482586117126	TH	Tak Bai	Asia/Bangkok
6042798576187	DZ	Boumerdas	Africa/Algiers
5426926885807	RU	Volokolamsk	Europe/Moscow
8431438145537	GB	Southsea	Europe/London
6260003302400	CN	Licheng	Asia/Shanghai
0585194601832	PK	Bhit Shah	Asia/Karachi
3487263026706	DE	Stade	Europe/Berlin
2577309777721	DE	Trossingen	Europe/Berlin
7174081330400	DZ	Cheraga	Africa/Algiers
2706554832347	JP	Toba	Asia/Tokyo
3676700762585	DE	Nidderau	Europe/Berlin
6780858941086	BR	Soledade	America/Sao_Paulo
7247941653459	JP	Nayoro	Asia/Tokyo
9668847838333	CN	Heyuan	Asia/Shanghai
4277682663359	US	Davis	America/Los_Angeles
2356179624799	FR	Colomiers	Europe/Paris
6310817018049	AZ	Astara	Asia/Baku
4617163930103	ID	Besuki	Asia/Jakarta
9761849373809	DE	Bad Segeberg	Europe/Berlin
2541663210132	DE	Reutlingen	Europe/Berlin
5775673101280	LR	New Yekepa	Africa/Monrovia
4120510112195	US	Waverly	America/Detroit
1604252095877	US	Porterville	America/Los_Angeles
3375325333773	GB	Hartley	Europe/London
7280118901083	RU	Ozersk	Asia/Yekaterinburg
7895047520702	ES	Puertollano	Europe/Madrid
9483996024983	BR	Recife	America/Recife
1227411573834	US	Morningside Heights	America/New_York
0280070774524	DE	Friedberg	Europe/Berlin
6201813813274	RU	Mikhaylovka	Europe/Volgograd
9676735677704	IL	Ganei Tikva	Asia/Jerusalem
1696454224858	CN	Xiangtan	Asia/Shanghai
4208727967675	TZ	Usagara	Africa/Dar_es_Salaam
5067077511322	TH	Kantharalak	Asia/Bangkok
1502548785696	RU	Tyoply Stan	Europe/Moscow
0897302413108	RU	Yashkino	Asia/Novokuznetsk
4032354195367	BE	Houthalen	Europe/Brussels
1557021644779	FR	La Garenne-Colombes	Europe/Paris
1716285026008	RU	Severodvinsk	Europe/Moscow
7395018242904	BR	Nova Xavantina	America/Cuiaba
5612364480357	ES	Caravaca	Europe/Madrid
8352012832233	DE	Reutlingen	Europe/Berlin
6183280595801	IQ	Karbala	Asia/Baghdad
5506053812546	CO	Puerto Colombia	America/Bogota
2377861577346	US	Hueytown	America/Chicago
0389156752996	IN	Osmanabad	Asia/Kolkata
9765107828131	TN	El Alia	Africa/Tunis
5694969141796	US	Fort Washington	America/New_York
3837980439295	IQ	Karbala	Asia/Baghdad
8815717255450	CN	Zhoucun	Asia/Shanghai
3345599777108	JP	Okegawa	Asia/Tokyo
2915339513474	MM	Myawadi	Asia/Yangon
6527986234891	CR	San Rafael	America/Costa_Rica
0998757562677	IT	Villabate	Europe/Rome
0970063515219	RU	Danilov	Europe/Moscow
5311589156961	IN	Elamanchili	Asia/Kolkata
6966083713708	ID	Diwek	Asia/Jakarta
5991131549054	KE	Nyahururu	Africa/Nairobi
4351623233914	AU	Carindale	Australia/Brisbane
3513833794086	IT	Catania	Europe/Rome
2338580742835	US	Iron River	America/Menominee
4263915289496	JP	Namerikawa	Asia/Tokyo
4958953461446	US	Rosedale	America/New_York
1409777124978	IN	Pilkhua	Asia/Kolkata
2872182317522	DE	Reutlingen	Europe/Berlin
8004968428922	US	Searcy	America/Chicago
7357662341402	PK	Alipur	Asia/Karachi
0500996751240	US	Bourbonnais	America/Chicago
5770638546274	CN	Heyuan	Asia/Shanghai
3121421507767	DE	Zeitz	Europe/Berlin
9653623103453	US	Hutto	America/Chicago
5790836638892	MX	Tuxtla	America/Mexico_City
2133812566254	US	Mira Mesa	America/Los_Angeles
6161275822101	FR	Bobigny	Europe/Paris
3912633009510	US	Clermont	America/New_York
9155441237087	US	Odessa	America/Chicago
9563595732516	US	Scotch Plains	America/New_York
8586910976953	IR	Nowshahr	Asia/Tehran
2475869674569	PH	San Jose	Asia/Manila
0515577653400	US	Bothell West	America/Los_Angeles
1435759895499	PG	Mount Hagen	Pacific/Port_Moresby
8889850671194	FR	Saint-Genis-Laval	Europe/Paris
4755650845940	RU	Privolzhskiy	Europe/Saratov
2067329040436	TR	Silvan	Europe/Istanbul
7530089960009	FR	Dax	Europe/Paris
4005851302040	DE	Oberhausen	Europe/Berlin
4661038645272	FR	Bobigny	Europe/Paris
2151208434369	UA	Zvenihorodka	Europe/Kiev
9401728936854	PH	Dipolog	Asia/Manila
4311129125243	BR	Pedro II	America/Fortaleza
5601020110172	LT	Ukmerge	Europe/Vilnius
8993908149044	BR	Pedro II	America/Fortaleza
1316003988375	GB	Mexborough	Europe/London
3414296825679	IT	Ventimiglia	Europe/Rome
4274307591776	US	Rosedale	America/New_York
3625280409274	MM	Myawadi	Asia/Yangon
1305556117448	ID	Majene	Asia/Makassar
8528400491560	ES	el Camp de l'Arpa del Clot	Europe/Madrid
6541016192029	RU	Yeysk	Europe/Moscow
8551877942884	TR	Aksaray	Europe/Istanbul
5812644394620	JP	Minokamo	Asia/Tokyo
2212328020914	GB	Chapletown	Europe/London
5180000321741	RU	Nizhniy Lomov	Europe/Moscow
1492255439664	US	Vestavia Hills	America/Chicago
9726180627592	DE	Neuburg an der Donau	Europe/Berlin
2562069306878	US	Bothell	America/Los_Angeles
1915481378007	HR	Split	Europe/Zagreb
1734643356000	US	Kearns	America/Denver
0660491944513	US	Aloha	America/Los_Angeles
6943669012660	NL	Vught	Europe/Amsterdam
0302141141551	DE	Dahlem	Europe/Berlin
9838680375146	CN	Sishui	Asia/Shanghai
4003572833812	IR	Nowshahr	Asia/Tehran
5296481336720	CN	Haicheng	Asia/Shanghai
2504217958867	IT	Somma Vesuviana	Europe/Rome
0002220925699	IN	Sojat	Asia/Kolkata
5928919372863	IN	Kangayam	Asia/Kolkata
8770051446462	MY	Teluk Intan	Asia/Kuala_Lumpur
8032175741893	RU	Shushary	Europe/Moscow
3145752909113	CA	Kelowna	America/Vancouver
6433960133336	IN	Dalsingh Sarai	Asia/Kolkata
5672568744860	MX	Tuxtla	America/Mexico_City
6230919589202	ES	Tudela	Europe/Madrid
6853277819011	DZ	Beni Douala	Africa/Algiers
7244932526426	BR	Guapimirim	America/Sao_Paulo
0228804627654	KR	Sinhyeon	Asia/Seoul
2242011292045	MX	Acayucan	America/Mexico_City
8783960922149	DE	Radevormwald	Europe/Berlin
6420923721945	FR	Dax	Europe/Paris
8998724229659	DE	Marburg an der Lahn	Europe/Berlin
7219787501409	TZ	Usagara	Africa/Dar_es_Salaam
8897215730530	DE	Finnentrop	Europe/Berlin
5557572318606	BR	Cabo	America/Recife
5256143305334	RU	Beryozovsky	Asia/Yekaterinburg
6871604193542	CU	Boyeros	America/Havana
7236604541868	NZ	Timaru	Pacific/Auckland
1506941750305	US	Searcy	America/Chicago
7541915637729	PH	Maasin	Asia/Manila
5752651361645	ID	Kudus	Asia/Jakarta
4178306284199	KH	Paoy Paet	Asia/Phnom_Penh
9989939858603	MW	Salima	Africa/Blantyre
9655914937891	ID	Wangon	Asia/Jakarta
7965096924070	RU	Bogoroditsk	Europe/Moscow
0300857973794	PK	Mianwali	Asia/Karachi
6862514003359	LT	Alytus	Europe/Vilnius
5483292917044	TZ	Nyangao	Africa/Dar_es_Salaam
9464278939164	IN	Sambalpur	Asia/Kolkata
0800845035829	IT	Falconara Marittima	Europe/Rome
4085067303994	RU	Volokolamsk	Europe/Moscow
2494910224195	DZ	Cheraga	Africa/Algiers
3686220783120	US	Mechanicsville	America/New_York
6269916683491	US	Jersey City	America/New_York
0321908067149	ID	Pameungpeuk	Asia/Jakarta
8519260403770	MA	Azrou	Africa/Casablanca
6336734330798	US	Deltona	America/New_York
1496586332977	GM	Farafenni	Africa/Banjul
8876586458151	RU	Gudermes	Europe/Moscow
0328511670681	IN	Dalsingh Sarai	Asia/Kolkata
9381496769987	BA	Bijeljina	Europe/Sarajevo
7527352920174	DE	Gronau	Europe/Berlin
6643638602891	US	Keizer	America/Los_Angeles
1469690646988	DE	Radevormwald	Europe/Berlin
